행정구역코드,1단계,2단계,3단계,격자 X,격자 Y,경도(초/100),위도(초/100)
2723072500,대구광역시,북구,태전1동,88,92,128.55 ,35.92 
2723073500,대구광역시,북구,태전2동,88,92,128.55 ,35.92 
2723074500,대구광역시,북구,구암동,88,92,128.57 ,35.94 
2723075000,대구광역시,북구,관음동,88,92,128.55 ,35.94 
2723077000,대구광역시,북구,읍내동,88,92,128.55 ,35.94 
2723078000,대구광역시,북구,동천동,88,92,128.56 ,35.94 
2723079000,대구광역시,북구,노원동,88,91,0.00 ,0.00 
2723080000,대구광역시,북구,국우동,88,92,0.00 ,0.00 
2726000000,대구광역시,수성구,,89,90,128.63 ,35.86 
2726051000,대구광역시,수성구,범어1동,89,90,128.62 ,35.85 
2726052000,대구광역시,수성구,범어2동,89,90,128.63 ,35.86 
2726053000,대구광역시,수성구,범어3동,89,90,128.62 ,35.86 
2726054000,대구광역시,수성구,범어4동,90,90,128.64 ,35.86 
2726055000,대구광역시,수성구,만촌1동,90,91,128.65 ,35.87 
2726056000,대구광역시,수성구,만촌2동,90,90,128.65 ,35.86 
2726056100,대구광역시,수성구,만촌3동,90,90,128.65 ,35.85 
2726057000,대구광역시,수성구,수성1가동,89,90,128.61 ,35.85 
2726058000,대구광역시,수성구,수성2.3가동,89,90,128.62 ,35.85 
2726059000,대구광역시,수성구,수성4가동,89,90,128.62 ,35.86 
2726060100,대구광역시,수성구,황금1동,90,90,128.64 ,35.84 
2726060200,대구광역시,수성구,황금2동,89,90,128.63 ,35.84 
2726061000,대구광역시,수성구,중동,89,90,128.62 ,35.84 
2726062000,대구광역시,수성구,상동,89,90,128.62 ,35.83 
2726063000,대구광역시,수성구,파동,89,89,128.62 ,35.81 
2726064000,대구광역시,수성구,두산동,89,90,128.62 ,35.83 
2726065100,대구광역시,수성구,지산1동,90,89,128.64 ,35.82 
2726065200,대구광역시,수성구,지산2동,89,89,128.63 ,35.82 
2726066100,대구광역시,수성구,범물1동,90,89,128.65 ,35.81 
2726066200,대구광역시,수성구,범물2동,90,89,128.65 ,35.81 
2726067000,대구광역시,수성구,고산1동,91,90,128.71 ,35.83 
2726068000,대구광역시,수성구,고산2동,91,90,128.70 ,35.84 
2726069000,대구광역시,수성구,고산3동,91,90,128.71 ,35.84 
2729000000,대구광역시,달서구,,88,90,128.54 ,35.83 
2729051500,대구광역시,달서구,성당동,88,90,129.00 ,36.00 
2729053500,대구광역시,달서구,두류1.2동,89,90,129.00 ,36.00 
2729055000,대구광역시,달서구,두류3동,88,90,128.56 ,35.85 
2729055500,대구광역시,달서구,감삼동,88,90,128.54 ,35.85 
2729056300,대구광역시,달서구,죽전동,88,90,128.54 ,35.85 
2729056800,대구광역시,달서구,장기동,88,90,128.53 ,35.84 
2729057100,대구광역시,달서구,용산1동,88,90,128.53 ,35.85 
2729057200,대구광역시,달서구,용산2동,88,90,128.53 ,35.86 
2729057600,대구광역시,달서구,이곡1동,87,90,128.51 ,35.85 
2729057700,대구광역시,달서구,이곡2동,87,90,128.50 ,35.85 
2729058500,대구광역시,달서구,신당동,87,90,128.50 ,35.86 
2729059000,대구광역시,달서구,본리동,88,90,128.54 ,35.84 
2729060100,대구광역시,달서구,월성1동,88,89,128.53 ,35.82 
2729060200,대구광역시,달서구,월성2동,88,90,128.53 ,35.83 
2729061500,대구광역시,달서구,진천동,88,89,128.53 ,35.81 
2729062400,대구광역시,달서구,상인1동,88,89,128.55 ,35.81 
2729062500,대구광역시,달서구,상인2동,88,89,128.54 ,35.81 
2729062600,대구광역시,달서구,상인3동,88,89,128.55 ,35.81 
2729062800,대구광역시,달서구,도원동,88,89,128.53 ,35.80 
2729063000,대구광역시,달서구,송현1동,88,90,128.56 ,35.83 
2729064000,대구광역시,달서구,송현2동,88,90,128.55 ,35.83 
2729065000,대구광역시,달서구,본동,88,90,128.54 ,35.83 
2771000000,대구광역시,달성군,,86,88,128.43 ,35.77 
2771025000,대구광역시,달성군,화원읍,87,89,128.50 ,35.80 
2771025300,대구광역시,달성군,논공읍,86,88,128.42 ,35.77 
2771025600,대구광역시,달성군,다사읍,86,90,128.46 ,35.86 
2771031000,대구광역시,달성군,가창면,89,89,128.62 ,35.80 
2771033000,대구광역시,달성군,하빈면,86,91,128.45 ,35.90 
2771034000,대구광역시,달성군,옥포면,87,89,128.47 ,35.79 
2771036000,대구광역시,달성군,현풍면,86,87,128.45 ,35.69 
2771037000,대구광역시,달성군,유가면,86,86,128.46 ,35.67 
2771038000,대구광역시,달성군,구지면,86,86,128.42 ,35.66 
2800000000,인천광역시,,,55,124,126.71 ,37.45 
2811000000,인천광역시,중구,,54,125,126.62 ,37.47 
2811052000,인천광역시,중구,연안동,53,124,126.61 ,37.45 
2811053000,인천광역시,중구,신포동,54,125,126.63 ,37.47 
2811054000,인천광역시,중구,신흥동,54,124,126.64 ,37.46 
2811056000,인천광역시,중구,도원동,54,124,126.64 ,37.47 
2811057000,인천광역시,중구,율목동,54,124,126.64 ,37.47 
2811058500,인천광역시,중구,동인천동,54,125,126.63 ,37.47 
2811060000,인천광역시,중구,북성동,54,125,126.62 ,37.47 
2811061000,인천광역시,중구,송월동,54,125,126.63 ,37.48 
2811062000,인천광역시,중구,영종동,52,125,126.53 ,37.49 
2811062800,인천광역시,중구,운서동,51,125,126.00 ,37.00 
2811063000,인천광역시,중구,용유동,50,124,126.40 ,37.44 
2814000000,인천광역시,동구,,54,125,126.65 ,37.47 
2814051000,인천광역시,동구,만석동,54,125,126.63 ,37.48 
2814052500,인천광역시,동구,화수1.화평동,54,125,126.63 ,37.48 
2814053000,인천광역시,동구,화수2동,54,125,126.63 ,37.48 
2814055500,인천광역시,동구,송현1.2동,54,125,126.64 ,37.47 
2814057000,인천광역시,동구,송현3동,54,125,126.64 ,37.48 
2814058000,인천광역시,동구,송림1동,54,125,126.64 ,37.47 
2814059000,인천광역시,동구,송림2동,54,125,126.64 ,37.47 
2814060500,인천광역시,동구,송림3.5동,54,125,126.65 ,37.47 
2814061000,인천광역시,동구,송림4동,54,125,126.65 ,37.48 
2814063000,인천광역시,동구,송림6동,54,125,126.65 ,37.47 
2814064000,인천광역시,동구,금창동,54,125,126.64 ,37.47 
2817000000,인천광역시,남구,,54,124,126.65 ,37.46 
2817052000,인천광역시,남구,숭의2동,54,124,126.65 ,37.46 
2817053500,인천광역시,남구,"숭의1,3동",54,124,0.00 ,0.00 
2817054000,인천광역시,남구,숭의4동,54,124,126.66 ,37.46 
2817055500,인천광역시,남구,"용현1,4동",54,124,0.00 ,0.00 
2817056000,인천광역시,남구,용현2동,54,124,126.65 ,37.45 
2817057000,인천광역시,남구,용현3동,54,124,126.65 ,37.45 
2817059000,인천광역시,남구,용현5동,54,124,126.64 ,37.45 
2817060000,인천광역시,남구,학익1동,54,124,126.67 ,37.44 
2817061000,인천광역시,남구,학익2동,55,124,126.67 ,37.44 
2817063000,인천광역시,남구,도화1동,55,124,126.68 ,37.46 
2817064500,인천광역시,남구,"도화2,3동",54,125,0.00 ,0.00 
2817066000,인천광역시,남구,주안1동,55,124,126.68 ,37.46 
2817067000,인천광역시,남구,주안2동,55,124,126.67 ,37.45 
2817068000,인천광역시,남구,주안3동,55,124,126.68 ,37.44 
2817069000,인천광역시,남구,주안4동,55,124,126.69 ,37.45 
2817070000,인천광역시,남구,주안5동,55,124,126.69 ,37.46 
2817071000,인천광역시,남구,주안6동,55,124,126.69 ,37.46 
2817072000,인천광역시,남구,주안7동,55,124,126.68 ,37.45 
2817073000,인천광역시,남구,주안8동,55,124,126.69 ,37.45 
2817073500,인천광역시,남구,관교동,55,124,126.70 ,37.44 
2817074000,인천광역시,남구,문학동,55,124,126.69 ,37.43 
2818500000,인천광역시,연수구,,55,123,126.68 ,37.41 
2818563000,인천광역시,연수구,옥련1동,54,124,126.66 ,37.42 
2818564000,인천광역시,연수구,옥련2동,54,124,126.65 ,37.42 
2818575000,인천광역시,연수구,선학동,55,123,126.70 ,37.42 
2818576100,인천광역시,연수구,연수1동,55,123,126.68 ,37.42 
2818576200,인천광역시,연수구,연수2동,55,123,126.68 ,37.41 
2818576300,인천광역시,연수구,연수3동,55,123,126.69 ,37.42 
2818576600,인천광역시,연수구,청학동,55,124,126.67 ,37.42 
2818578000,인천광역시,연수구,동춘1동,55,123,126.67 ,37.41 
2818579000,인천광역시,연수구,동춘2동,55,123,126.67 ,37.40 
2818579500,인천광역시,연수구,동춘3동,55,123,126.68 ,37.41 
2818582000,인천광역시,연수구,송도1동,54,123,127.00 ,37.00 
2818583000,인천광역시,연수구,송도2동,54,123,127.00 ,37.00 
2820000000,인천광역시,남동구,,56,124,126.73 ,37.44 
2820051000,인천광역시,남동구,구월1동,55,124,126.71 ,37.45 
2820052000,인천광역시,남동구,구월2동,55,124,126.72 ,37.45 
2820052100,인천광역시,남동구,구월3동,55,124,126.70 ,37.45 
2820052200,인천광역시,남동구,구월4동,56,124,126.73 ,37.45 
2820053000,인천광역시,남동구,간석1동,55,124,126.71 ,37.46 
2820054000,인천광역시,남동구,간석2동,55,124,126.71 ,37.46 
2820055000,인천광역시,남동구,간석3동,55,124,126.72 ,37.46 
2820055100,인천광역시,남동구,간석4동,55,124,126.70 ,37.46 
2820056000,인천광역시,남동구,만수1동,56,124,126.73 ,37.45 
2820057000,인천광역시,남동구,만수2동,56,124,126.73 ,37.46 
2820058000,인천광역시,남동구,만수3동,55,124,126.73 ,37.46 
2820058100,인천광역시,남동구,만수4동,56,124,126.74 ,37.46 
2820058200,인천광역시,남동구,만수5동,56,124,126.73 ,37.46 
2820058300,인천광역시,남동구,만수6동,56,124,126.74 ,37.44 
2820065000,인천광역시,남동구,장수서창동,56,124,126.75 ,37.43 
2820066000,인천광역시,남동구,남촌도림동,55,124,126.72 ,37.43 
2820069000,인천광역시,남동구,논현1동,56,123,127.00 ,37.00 
2820070000,인천광역시,남동구,논현2동,55,123,127.00 ,37.00 
2820071000,인천광역시,남동구,논현고잔동,55,123,126.72 ,37.40 
2823700000,인천광역시,부평구,,55,125,126.72 ,37.50 
2823751000,인천광역시,부평구,부평1동,55,125,126.72 ,37.49 
2823752000,인천광역시,부평구,부평2동,55,125,126.72 ,37.48 
2823753000,인천광역시,부평구,부평3동,55,125,126.71 ,37.48 
2823754000,인천광역시,부평구,부평4동,56,125,126.73 ,37.50 
2823755000,인천광역시,부평구,부평5동,56,125,126.73 ,37.49 
2823756000,인천광역시,부평구,부평6동,56,125,126.73 ,37.48 
2823757000,인천광역시,부평구,산곡1동,55,125,126.70 ,37.50 
2823758000,인천광역시,부평구,산곡2동,55,125,126.71 ,37.50 
2823758100,인천광역시,부평구,산곡3동,55,125,126.71 ,37.49 
2823758200,인천광역시,부평구,산곡4동,55,125,126.71 ,37.50 
2823759100,인천광역시,부평구,청천1동,55,126,126.70 ,37.51 
2823759200,인천광역시,부평구,청천2동,55,125,126.71 ,37.51 
2823764100,인천광역시,부평구,갈산1동,56,126,126.73 ,37.51 
2823764200,인천광역시,부평구,갈산2동,56,125,126.73 ,37.51 
2823764600,인천광역시,부평구,삼산1동,56,126,126.74 ,37.52 
2823764800,인천광역시,부평구,삼산2동,56,125,126.74 ,37.51 
2823765000,인천광역시,부평구,부개1동,56,125,126.74 ,37.48 
2823766000,인천광역시,부평구,부개2동,56,125,126.74 ,37.49 
2823766100,인천광역시,부평구,부개3동,56,125,126.74 ,37.50 
2823767000,인천광역시,부평구,일신동,56,125,126.75 ,37.48 
2823768000,인천광역시,부평구,십정1동,55,125,126.70 ,37.47 
2823769000,인천광역시,부평구,십정2동,55,125,126.71 ,37.47 
2824500000,인천광역시,계양구,,56,126,126.74 ,37.53 
2824560100,인천광역시,계양구,효성1동,55,126,126.71 ,37.53 
2824560200,인천광역시,계양구,효성2동,55,126,126.71 ,37.52 
2824561100,인천광역시,계양구,계산1동,55,126,126.73 ,37.54 
2824561200,인천광역시,계양구,계산2동,56,126,126.73 ,37.54 
2824561300,인천광역시,계양구,계산3동,56,126,126.73 ,37.53 
2824561400,인천광역시,계양구,계산4동,56,126,126.74 ,37.53 
2824562100,인천광역시,계양구,작전1동,56,126,126.73 ,37.53 
2824562200,인천광역시,계양구,작전2동,55,126,126.73 ,37.53 
2824564000,인천광역시,계양구,작전서운동,56,126,126.74 ,37.53 
2824571000,인천광역시,계양구,계양1동,56,127,126.74 ,37.57 
2824572000,인천광역시,계양구,계양2동,56,126,126.74 ,37.54 
2826000000,인천광역시,서구,,55,126,126.68 ,37.54 
2826051500,인천광역시,서구,검암경서동,55,127,126.68 ,37.56 
2826053000,인천광역시,서구,연희동,55,126,126.68 ,37.55 
2826053600,인천광역시,서구,청라1동,54,126,127.00 ,38.00 
2826053700,인천광역시,서구,청라2동,54,126,127.00 ,38.00 
2826054200,인천광역시,서구,가정1동,55,126,126.68 ,37.52 
2826054300,인천광역시,서구,가정2동,55,126,126.68 ,37.52 
2826054400,인천광역시,서구,가정3동,55,125,126.68 ,37.51 
2826055000,인천광역시,서구,석남1동,55,125,126.68 ,37.51 
2826056000,인천광역시,서구,석남2동,55,125,126.68 ,37.50 
2826056100,인천광역시,서구,석남3동,55,125,126.68 ,37.51 
2826057500,인천광역시,서구,신현원창동,55,125,126.67 ,37.51 
2826058000,인천광역시,서구,가좌1동,55,125,126.68 ,37.49 
2826059000,인천광역시,서구,가좌2동,55,125,126.69 ,37.49 
2826060000,인천광역시,서구,가좌3동,55,125,126.68 ,37.49 
2826061000,인천광역시,서구,가좌4동,55,125,126.69 ,37.48 
2826063000,인천광역시,서구,검단1동,54,127,126.66 ,37.60 
2826064000,인천광역시,서구,검단2동,55,128,126.69 ,37.61 
2826065000,인천광역시,서구,검단3동,55,127,126.70 ,37.59 
2826066000,인천광역시,서구,검단4동,55,127,126.68 ,37.59 
2826067000,인천광역시,서구,검단5동,54,127,127.00 ,38.00 
2871000000,인천광역시,강화군,,51,130,126.49 ,37.74 
2871025000,인천광역시,강화군,강화읍,51,131,126.49 ,37.75 
2871031000,인천광역시,강화군,선원면,51,130,126.49 ,37.71 
2871032000,인천광역시,강화군,불은면,51,129,126.48 ,37.68 
2871033000,인천광역시,강화군,길상면,51,128,126.49 ,37.64 
2871034000,인천광역시,강화군,화도면,50,128,126.42 ,37.63 
2871035000,인천광역시,강화군,양도면,50,129,126.42 ,37.66 
2871036000,인천광역시,강화군,내가면,50,130,126.39 ,37.72 
2871037000,인천광역시,강화군,하점면,50,131,126.41 ,37.77 
2871038000,인천광역시,강화군,양사면,50,132,126.41 ,37.80 
2871039000,인천광역시,강화군,송해면,51,131,126.47 ,37.76 
2871040000,인천광역시,강화군,교동면,48,131,126.28 ,37.78 
2871041000,인천광역시,강화군,삼산면,49,130,126.32 ,37.70 
2871042000,인천광역시,강화군,서도면,47,128,126.24 ,37.65 
2872000000,인천광역시,옹진군,,54,124,126.64 ,37.44 
2872031000,인천광역시,옹진군,북도면,50,126,126.43 ,37.53 
2872033000,인천광역시,옹진군,백령면,21,135,126.17 ,37.60 
2872034000,인천광역시,옹진군,대청면,21,132,126.17 ,37.45 
2872035000,인천광역시,옹진군,덕적면,46,119,126.15 ,37.22 
2872036000,인천광역시,옹진군,영흥면,51,120,126.49 ,37.25 
2872037000,인천광역시,옹진군,자월면,48,120,126.31 ,37.25 
2872038000,인천광역시,옹진군,연평면,38,129,125.70 ,37.66 
2900000000,광주광역시,,,58,74,126.85 ,35.16 
2911000000,광주광역시,동구,,60,74,126.93 ,35.14 
2911052500,광주광역시,동구,충장동,59,74,126.92 ,35.15 
2911054500,광주광역시,동구,동명동,60,74,126.93 ,35.15 
2911056000,광주광역시,동구,계림1동,59,74,126.92 ,35.16 
2911057000,광주광역시,동구,계림2동,60,74,126.93 ,35.16 
2911059000,광주광역시,동구,산수1동,60,74,126.93 ,35.15 
2911060000,광주광역시,동구,산수2동,60,74,126.94 ,35.15 
2911062000,광주광역시,동구,지산1동,60,74,126.93 ,35.15 
2911063000,광주광역시,동구,지산2동,60,74,126.94 ,35.14 
2911065500,광주광역시,동구,서남동,60,74,126.93 ,35.14 
2911068500,광주광역시,동구,학동,60,74,126.93 ,35.13 
2911071000,광주광역시,동구,학운동,60,74,126.94 ,35.13 
2911073000,광주광역시,동구,지원1동,60,73,126.93 ,35.12 
2911074000,광주광역시,동구,지원2동,60,73,126.93 ,35.12 
2914000000,광주광역시,서구,,59,74,126.89 ,35.15 
2914057500,광주광역시,서구,양동,59,74,126.90 ,35.15 
2914059000,광주광역시,서구,양3동,59,74,126.90 ,35.15 
2914065000,광주광역시,서구,농성1동,59,74,126.89 ,35.15 
2914066000,광주광역시,서구,농성2동,59,74,126.89 ,35.15 
2914073000,광주광역시,서구,광천동,59,74,126.88 ,35.16 
2914074000,광주광역시,서구,유덕동,58,74,126.85 ,35.16 
2914074500,광주광역시,서구,치평동,58,74,126.85 ,35.15 
2914075100,광주광역시,서구,상무1동,59,74,126.87 ,35.15 
2914075200,광주광역시,서구,상무2동,58,74,126.87 ,35.14 
2914076000,광주광역시,서구,화정1동,59,74,126.88 ,35.15 
2914077000,광주광역시,서구,화정2동,59,74,126.88 ,35.14 
2914078000,광주광역시,서구,화정3동,59,74,126.88 ,35.14 
2914079000,광주광역시,서구,화정4동,59,74,126.88 ,35.14 
2914080000,광주광역시,서구,서창동,58,73,126.83 ,35.11 
2914082100,광주광역시,서구,금호1동,58,74,126.86 ,35.13 
2914082400,광주광역시,서구,금호2동,58,74,126.86 ,35.13 
2914083000,광주광역시,서구,풍암동,59,74,126.88 ,35.12 
2914084000,광주광역시,서구,동천동,58,75,127.00 ,35.00 
2915500000,광주광역시,남구,,59,73,126.91 ,35.12 
2915551000,광주광역시,남구,양림동,59,74,126.92 ,35.13 
2915552000,광주광역시,남구,방림1동,59,74,126.92 ,35.13 
2915553000,광주광역시,남구,방림2동,59,74,126.92 ,35.13 
2915553700,광주광역시,남구,봉선1동,59,74,126.91 ,35.13 
2915553800,광주광역시,남구,봉선2동,59,73,126.92 ,35.12 
2915554500,광주광역시,남구,사직동,59,74,126.91 ,35.14 
2915560500,광주광역시,남구,월산동,59,74,126.90 ,35.14 
2915563000,광주광역시,남구,월산4동,59,74,126.89 ,35.14 
2915564000,광주광역시,남구,월산5동,59,74,126.89 ,35.14 
2915567000,광주광역시,남구,백운1동,59,74,126.91 ,35.14 
2915568000,광주광역시,남구,백운2동,59,74,126.90 ,35.13 
2915569000,광주광역시,남구,주월1동,59,74,126.90 ,35.13 
2915570000,광주광역시,남구,주월2동,59,74,126.90 ,35.13 
2915571000,광주광역시,남구,효덕동,59,73,126.90 ,35.11 
2915572000,광주광역시,남구,송암동,59,73,126.88 ,35.11 
2915573000,광주광역시,남구,대촌동,58,73,126.84 ,35.08 
2917000000,광주광역시,북구,,59,75,126.91 ,35.17 
2917051000,광주광역시,북구,중흥1동,59,74,126.92 ,35.16 
2917052000,광주광역시,북구,중흥2동,59,74,126.91 ,35.17 
2917053000,광주광역시,북구,중흥3동,59,75,126.92 ,35.17 
2917055500,광주광역시,북구,중앙동,59,74,126.91 ,35.15 
2917057000,광주광역시,북구,임동,59,74,126.90 ,35.16 
2917058000,광주광역시,북구,신안동,59,74,126.90 ,35.16 
2917059000,광주광역시,북구,용봉동,59,75,126.90 ,35.18 
2917060100,광주광역시,북구,운암1동,59,75,126.88 ,35.17 
2917060200,광주광역시,북구,운암2동,59,75,126.88 ,35.17 
2917060300,광주광역시,북구,운암3동,59,75,126.88 ,35.18 
2917061500,광주광역시,북구,동림동,58,75,126.87 ,35.18 
2917062000,광주광역시,북구,우산동,59,75,126.92 ,35.17 
2917063500,광주광역시,북구,풍향동,60,74,126.93 ,35.16 
2917065000,광주광역시,북구,문화동,60,75,126.94 ,35.18 
2917065600,광주광역시,북구,문흥1동,59,75,126.92 ,35.18 
2917065700,광주광역시,북구,문흥2동,59,75,126.92 ,35.18 
2917066100,광주광역시,북구,두암1동,60,75,126.93 ,35.17 
2917066200,광주광역시,북구,두암2동,60,75,126.93 ,35.17 
2917066300,광주광역시,북구,두암3동,60,74,126.94 ,35.16 
2917066600,광주광역시,북구,삼각동,59,75,126.90 ,35.20 
2917066900,광주광역시,북구,일곡동,59,75,126.90 ,35.20 
2917067300,광주광역시,북구,매곡동,59,75,126.89 ,35.19 
2917067600,광주광역시,북구,오치1동,59,75,126.91 ,35.19 
2917067700,광주광역시,북구,오치2동,59,75,126.90 ,35.19 
2917068500,광주광역시,북구,석곡동,60,75,126.95 ,35.21 
2917069500,광주광역시,북구,건국동,59,76,126.88 ,35.22 
2917069600,광주광역시,북구,양산동,59,76,127.00 ,35.00 
2920000000,광주광역시,광산구,,57,74,126.80 ,35.14 
2920051500,광주광역시,광산구,송정1동,57,74,126.80 ,35.14 
2920052500,광주광역시,광산구,송정2동,57,74,126.80 ,35.14 
2920054000,광주광역시,광산구,도산동,57,74,126.79 ,35.13 
2920055000,광주광역시,광산구,신흥동,57,74,126.80 ,35.14 
2920056500,광주광역시,광산구,어룡동,57,74,126.80 ,35.14 
2920058000,광주광역시,광산구,우산동,57,74,126.81 ,35.15 
2920060000,광주광역시,광산구,월곡1동,57,75,126.81 ,35.17 
2920061000,광주광역시,광산구,월곡2동,57,75,126.81 ,35.17 
2920062000,광주광역시,광산구,비아동,58,76,126.83 ,35.22 
2920062400,광주광역시,광산구,첨단1동,58,76,126.84 ,35.22 
2920062600,광주광역시,광산구,첨단2동,58,76,126.85 ,35.21 
2920063000,광주광역시,광산구,신가동,58,75,126.83 ,35.18 
2920063500,광주광역시,광산구,운남동,58,75,126.82 ,35.17 
2920063700,광주광역시,광산구,수완동,58,75,127.00 ,35.00 
2920064000,광주광역시,광산구,하남동,57,75,126.80 ,35.18 
2920065000,광주광역시,광산구,임곡동,56,76,126.75 ,35.22 
2920066000,광주광역시,광산구,동곡동,57,73,126.77 ,35.10 
2920067000,광주광역시,광산구,평동,57,73,126.76 ,35.12 
2920068000,광주광역시,광산구,삼도동,55,74,126.70 ,35.16 
2920069000,광주광역시,광산구,본량동,56,75,126.73 ,35.18 
2920070000,광주광역시,광산구,신창동,58,75,0.00 ,0.00 
3000000000,대전광역시,,,67,100,127.39 ,36.35 
3011000000,대전광역시,동구,,68,100,127.43 ,36.32 
3011051500,대전광역시,동구,중앙동,68,100,127.43 ,36.33 
3011053000,대전광역시,동구,효동,68,100,127.44 ,36.31 
3011054500,대전광역시,동구,신인동,68,100,0.00 ,0.00 
3011055100,대전광역시,동구,판암1동,69,100,127.46 ,36.31 
3011055200,대전광역시,동구,판암2동,69,100,127.46 ,36.32 
3011056000,대전광역시,동구,용운동,69,100,127.46 ,36.33 
3011058500,대전광역시,동구,대동,68,100,127.45 ,36.33 
3011059000,대전광역시,동구,자양동,68,100,127.45 ,36.33 
3011062000,대전광역시,동구,가양1동,68,100,127.44 ,36.34 
3011063000,대전광역시,동구,가양2동,68,100,127.45 ,36.35 
3011064000,대전광역시,동구,용전동,68,101,127.43 ,36.36 
3011066500,대전광역시,동구,성남동,68,100,0.00 ,0.00 
3011067000,대전광역시,동구,홍도동,68,100,127.43 ,36.34 
3011069500,대전광역시,동구,삼성동,68,100,0.00 ,0.00 
3011072500,대전광역시,동구,대청동,69,100,127.49 ,36.34 
3011074000,대전광역시,동구,산내동,69,99,127.47 ,36.28 
3014000000,대전광역시,중구,,68,100,127.42 ,36.32 
3014053500,대전광역시,중구,은행선화동,68,100,127.42 ,36.32 
3014055000,대전광역시,중구,목동,68,100,127.41 ,36.33 
3014056000,대전광역시,중구,중촌동,68,100,127.00 ,36.00 
3014057500,대전광역시,중구,대흥동,68,100,127.43 ,36.32 
3014060500,대전광역시,중구,문창동,68,100,127.44 ,36.31 
3014062000,대전광역시,중구,석교동,68,99,127.44 ,36.31 
3014063000,대전광역시,중구,대사동,68,100,127.43 ,36.31 
3014064000,대전광역시,중구,부사동,68,100,127.44 ,36.31 
3014065500,대전광역시,중구,용두동,68,100,127.41 ,36.32 
3014067000,대전광역시,중구,오류동,68,100,127.41 ,36.32 
3014068000,대전광역시,중구,태평1동,68,100,127.40 ,36.32 
3014069000,대전광역시,중구,태평2동,67,100,127.40 ,36.32 
3014070000,대전광역시,중구,유천1동,67,100,127.40 ,36.31 
3014071000,대전광역시,중구,유천2동,68,100,127.40 ,36.31 
3014072000,대전광역시,중구,문화1동,68,100,127.41 ,36.31 
3014073000,대전광역시,중구,문화2동,68,99,127.40 ,36.30 
3014074000,대전광역시,중구,산성동,67,99,127.39 ,36.30 
3017000000,대전광역시,서구,,67,100,127.39 ,36.35 
3017051000,대전광역시,서구,복수동,67,99,127.38 ,36.30 
3017052000,대전광역시,서구,도마1동,67,100,127.38 ,36.31 
3017053000,대전광역시,서구,도마2동,67,100,127.38 ,36.31 
3017053500,대전광역시,서구,정림동,67,99,127.37 ,36.30 
3017054000,대전광역시,서구,변동,67,100,127.39 ,36.32 
3017055000,대전광역시,서구,용문동,67,100,127.40 ,36.33 
3017055500,대전광역시,서구,탄방동,67,100,127.40 ,36.34 
3017056000,대전광역시,서구,괴정동,67,100,127.38 ,36.33 
3017057000,대전광역시,서구,가장동,67,100,127.39 ,36.33 
3017057500,대전광역시,서구,내동,67,100,127.38 ,36.33 
3017058100,대전광역시,서구,갈마1동,67,100,127.37 ,36.35 
3017058200,대전광역시,서구,갈마2동,67,100,127.38 ,36.34 
3017058600,대전광역시,서구,월평1동,67,100,127.36 ,36.35 
3017058700,대전광역시,서구,월평2동,67,101,127.38 ,36.36 
3017058800,대전광역시,서구,월평3동,67,101,127.37 ,36.36 
3017059000,대전광역시,서구,가수원동,67,99,127.35 ,36.30 
3017059600,대전광역시,서구,관저1동,66,99,127.34 ,36.30 
3017059700,대전광역시,서구,관저2동,66,99,127.34 ,36.30 
3017060000,대전광역시,서구,기성동,67,98,127.34 ,36.25 
3017063000,대전광역시,서구,둔산1동,67,100,127.39 ,36.35 
3017064000,대전광역시,서구,둔산2동,67,100,127.39 ,36.35 
3017065000,대전광역시,서구,만년동,67,101,127.38 ,36.36 
3017066000,대전광역시,서구,둔산3동,68,100,0.00 ,0.00 
3020000000,대전광역시,유성구,,67,101,127.36 ,36.36 
3020052000,대전광역시,유성구,진잠동,66,99,127.32 ,36.30 
3020053000,대전광역시,유성구,온천1동,66,100,127.34 ,36.35 
3020054000,대전광역시,유성구,온천2동,66,101,127.34 ,36.36 
3020054600,대전광역시,유성구,노은1동,66,101,127.32 ,36.37 
3020054700,대전광역시,유성구,노은2동,66,101,127.31 ,36.39 
3020055000,대전광역시,유성구,신성동,67,101,127.35 ,36.39 
3020057000,대전광역시,유성구,전민동,68,101,127.40 ,36.40 
3020058000,대전광역시,유성구,구즉동,67,102,127.39 ,36.44 
3020060000,대전광역시,유성구,관평동,68,101,127.00 ,36.00 
3020061000,대전광역시,유성구,원신흥동,67,100,127.00 ,36.00 
3023000000,대전광역시,대덕구,,68,100,127.42 ,36.34 
3023051000,대전광역시,대덕구,오정동,68,100,127.41 ,36.35 
3023052000,대전광역시,대덕구,대화동,68,101,127.41 ,36.36 
3023052500,대전광역시,대덕구,회덕동,68,101,127.42 ,36.37 
3023053300,대전광역시,대덕구,비래동,68,100,127.45 ,36.35 
3023054300,대전광역시,대덕구,송촌동,68,101,127.44 ,36.36 
3023054600,대전광역시,대덕구,중리동,68,101,127.43 ,36.36 
3023055000,대전광역시,대덕구,신탄진동,68,103,127.43 ,36.45 
3023056000,대전광역시,대덕구,석봉동,68,102,127.43 ,36.45 
3023057000,대전광역시,대덕구,덕암동,68,102,127.43 ,36.44 
3023058000,대전광역시,대덕구,목상동,68,102,127.41 ,36.45 
3023060000,대전광역시,대덕구,법1동,68,101,127.43 ,36.37 
3023061000,대전광역시,대덕구,법2동,68,101,127.43 ,36.36 
3100000000,울산광역시,,,102,84,129.31 ,35.54 
